timestamp,temperature,humidity,hour,day_of_week,temperature_scaled,humidity_scaled
2024-01-01 05:05:00,24.3212601463388,66.15725952996183,5,0,0.4220826798183103,1.474607908667706
2024-01-01 05:10:00,21.713060820863166,48.92134790579393,5,0,-0.06348791131991212,-0.10093084389432497
2024-01-01 05:15:00,22.102315171566254,58.8231815136356,5,0,0.008979887949821531,0.8041981049394921
2024-01-01 05:20:00,26.47335866007704,48.60139998903246,5,0,0.8227406116322447,-0.13017735853485965
2024-01-01 05:25:00,18.799928947036356,51.56245724776363,5,0,-0.6058280431576987,0.140493584865924
2024-01-01 05:30:00,23.154379118902902,35.72897349593102,5,0,0.2048434892603957,-1.3068489046426843
2024-01-01 05:35:00,25.15132600926314,43.37472760482668,5,0,0.5766167170780311,-0.6079487156770751
2024-01-01 05:40:00,22.272858945954283,40.54893310238586,5,0,0.04073016122674512,-0.8662552585772794
2024-01-01 05:45:00,25.05400270205296,64.94311766841783,5,0,0.5584979577669661,1.3636229143324998
2024-01-01 05:50:00,17.50740138871833,54.76834451974333,5,0,-0.8464589506288812,0.43354449760482194
2024-01-01 05:55:00,23.230900845350156,54.12836004719672,5,0,0.21908960135120936,0.37504336580966335
2024-01-01 06:00:00,21.00245411319492,60.70704338495857,6,0,-0.1957821404223345,0.976402363551583
2024-01-01 06:05:00,27.29672377881967,53.04943206555099,6,0,0.9760271658941749,0.2764183041724925
2024-01-01 06:10:00,29.342100827775027,49.59874102520896,6,0,1.3568166757529316,-0.039010178853273965
2024-01-01 06:15:00,12.891323993518748,19.35041427248311,6,0,-1.7058378361433524,-2.8040168717545053
2024-01-01 06:20:00,20.739856444584927,52.19191331067599,6,0,-0.24467016210573092,0.19803231224968232
2024-01-01 06:25:00,21.63300233032373,59.8367575690196,6,0,-0.07839246566020533,0.8968493315614287
2024-01-01 06:30:00,27.0900629924304,26.669792869880855,6,0,0.9375529590987158,-2.13495074538244
2024-01-01 06:35:00,30.85561145039232,66.11122938130994,6,0,1.6385881801544357,1.4704002819074502
2024-01-01 06:40:00,31.08559712013729,53.09763287159305,6,0,1.6814047994674632,0.2808243512374768
2024-01-01 06:45:00,24.498218741682702,39.58638034190943,6,0,0.4550272055333678,-0.9542424337603839
2024-01-01 06:50:00,23.837132941858293,57.09781800666156,6,0,0.33195232414741993,0.6464822192486959
2024-01-01 06:55:00,9.747371576346604,50.0192527178582,6,0,-2.291150016391818,-0.0005711057064063827
2024-01-01 07:00:00,21.053148924099908,46.12947848438799,7,0,-0.1863442462175704,-0.3561362871242737
2024-01-01 07:05:00,19.00437733118836,49.67355505634645,7,0,-0.5677657210873415,-0.032171410596466284
2024-01-01 07:10:00,21.028612482011404,45.56888094371858,7,0,-0.19091221561046598,-0.40738064072592184
2024-01-01 07:15:00,21.57412623573981,52.193906899851775,7,0,-0.08935347610591199,0.19821454670711186
2024-01-01 07:20:00,13.72601367770988,59.17137693264462,7,0,-1.5504429783152402,0.8360267304323293
2024-01-01 07:25:00,20.16596730608683,54.78614320669986,7,0,-0.3515115700865064,0.4351714797834388
2024-01-01 07:30:00,29.310214825595374,44.75396777207995,7,0,1.3508804327763386,-0.4818720462219673
2024-01-01 07:35:00,17.14090914223974,70.3887533488964,7,0,-0.9146891104299275,1.8614097581045481
2024-01-01 07:40:00,22.75108776061422,43.586121962190674,7,0,0.12976240886426396,-0.5886251075406242
2024-01-01 07:45:00,14.108817589392205,60.311514558813656,7,0,-1.4791760625277695,0.9402469801326476
2024-01-01 07:50:00,25.856387314140864,69.66678547552154,7,0,0.7078785540297488,1.795414504275796
2024-01-01 07:55:00,27.37242800854344,49.62046115851378,7,0,0.9901210839546485,-0.03702473633774319
2024-01-01 08:00:00,18.610892685533344,59.35580114100543,8,0,-0.6410210778111519,0.8528849908782462
2024-01-01 08:05:00,17.652055851523777,69.17005256830609,8,0,-0.8195285115596147,1.750008031902536
2024-01-01 08:10:00,21.5733906499116,45.4746439744678,8,0,-0.08949042071821516,-0.4159948643432217
2024-01-01 08:15:00,32.604398840319384,75.59845879988856,8,0,1.9641613518088297,2.3376301638742407
2024-01-01 08:20:00,17.221600899842834,56.95185363653275,8,0,-0.899666660245001,0.6331395816994999
2024-01-01 08:25:00,15.291518844015432,57.207759001051855,8,0,-1.2589916073989076,0.656531951513175
2024-01-01 08:30:00,25.61852083693586,55.40677226803081,8,0,0.663594758377997,0.4919033288677664
2024-01-01 08:35:00,26.038945703251997,54.5644785177993,8,0,0.7418655979079113,0.4149090582154529
2024-01-01 08:40:00,25.98239985447547,52.100955353108496,8,0,0.7313384112206656,0.18971782386483008
2024-01-01 08:45:00,27.339488486734645,20.82147203021597,8,0,0.9839887063712786,-2.6695471346670123
2024-01-01 08:50:00,16.714744278855292,68.1496814927768,8,0,-0.994028569885615,1.6567356708841847
2024-01-01 08:55:00,19.994184958156467,53.53344542905626,8,0,-0.38349242960783436,0.3206620800509419
2024-01-01 09:00:00,25.36064393253092,63.77205093493093,9,0,0.6155856052087055,1.256575427627026
2024-01-01 09:05:00,29.259290127266645,66.05337492959735,9,0,1.3413997402428004,1.4651117928116024
2024-01-01 09:10:00,11.490163437725345,60.36044411021562,9,0,-1.9666930371667983,0.9447196419831048
2024-01-01 09:15:00,16.766389264736013,40.521170744912254,9,0,-0.9844137808323077,-0.8687930222312084
2024-01-01 09:20:00,19.169685999284397,35.390758947032296,9,0,-0.5369900718094521,-1.337765176441331
2024-01-01 09:25:00,13.822972677336402,47.00122928108977,9,0,-1.5323920424435213,-0.27644934089657225
2024-01-01 09:30:00,28.66447746980748,54.45947557483039,9,0,1.2306629837081848,0.4053107143977342
2024-01-01 09:35:00,24.843377739260266,51.79602348792962,9,0,0.5192857370241887,0.16184393004614214
2024-01-01 09:40:00,23.825491088080103,50.5708363002493,9,0,0.32978495075467135,0.04984927983999018
2024-01-01 09:45:00,22.074893643285044,49.57128622997587,9,0,0.003874799712367841,-0.041519828170153525
2024-01-01 09:50:00,15.207051940845703,40.34051723671432,9,0,-1.2747168795064219,-0.885306602084625
2024-01-01 09:55:00,15.293776426672045,31.321540160529665,9,0,-1.258571311398365,-1.7097334268353885
2024-01-01 10:00:00,29.41889821282185,51.33709498309865,10,0,1.3711141074295752,0.11989316702397196
2024-01-01 10:05:00,19.347824047056207,31.63287724231669,10,0,-0.5038259664759793,-1.6812740306536844
2024-01-01 10:10:00,22.26666789256168,76.13837686344328,10,0,0.03957756777798111,2.386984201588494
2024-01-01 10:15:00,28.493676873059044,67.0671289881875,10,0,1.1988648976034066,1.5577792907486565
2024-01-01 10:20:00,22.80131578722189,44.0990520772345,10,0,0.139113401456498,-0.5417380445741096
2024-01-01 10:25:00,24.49040500688196,47.404856448855,10,0,0.4535725161662116,-0.23955368615735412
2024-01-01 10:30:00,19.07251678373888,50.0460403143678,10,0,-0.555080143749897,0.0018775548175713908
2024-01-01 10:35:00,23.31803291068995,33.53542459721052,10,0,0.23531104886899934,-1.5073617275750053
2024-01-01 10:40:00,27.278904149249342,49.534983135471165,10,0,0.9727096709543473,-0.044838302613355044
2024-01-01 10:45:00,24.22012282063113,45.29785433288463,10,0,0.40325386157948284,-0.4321552472367655
2024-01-01 10:50:00,16.86694352030058,50.4610493401953,10,0,-0.9656935132365606,0.0398136278905738
2024-01-01 10:55:00,21.914121434911245,42.766420267336514,10,0,-0.026056293166979914,-0.6635542330748156
2024-01-01 11:00:00,15.302860755113276,63.99135375154312,11,0,-1.256880074579071,1.2766219498912752
2024-01-01 11:05:00,18.70121184027365,56.86508888178649,11,0,-0.6242062872658175,0.6252083949749406
2024-01-01 11:10:00,24.674538075848368,43.859015850779954,11,0,0.4878527194746027,-0.5636798127291285
2024-01-01 11:15:00,30.655200277155352,47.56312427160778,11,0,1.601277468925863,-0.2250863870978153
2024-01-01 11:20:00,14.339055772948978,53.38221028158564,11,0,-1.436312432512887,0.3068376395000122
2024-01-01 11:25:00,25.22860982474928,54.51002860124317,11,0,0.5910047079054496,0.4099317784823831
2024-01-01 11:30:00,21.20334339139005,57.2736817164733,11,0,-0.15838242000458921,0.6625579625003146
2024-01-01 11:35:00,26.574858312246587,62.06518559656191,11,0,0.8416368844833632,1.1005504638975474
2024-01-01 11:40:00,24.910315811473517,41.10127437461733,11,0,0.5317476524064856,-0.8157656124236131
2024-01-01 11:45:00,22.39505659378825,56.74065659712063,11,0,0.06347979677602182,0.6138340104436348
2024-01-01 11:50:00,13.542291105028855,57.95800320441422,11,0,-1.5846467591960942,0.7251119513447475
2024-01-01 11:55:00,16.133838406794137,42.75715217059492,11,0,-1.1021762888644784,-0.6644014319870217
2024-01-01 12:00:00,19.521917029267776,56.39081385854099,12,0,-0.47141493428998194,0.5818548030797616
2024-01-01 12:05:00,4.051522359875804,78.96423375911021,12,0,-3.351550900657649,2.6452964478682333
2024-01-01 12:10:00,25.82908773138065,56.65647203914856,12,0,0.7027961684891855,0.606138680115628
2024-01-01 12:15:00,24.62904846676324,48.154913476645575,12,0,0.47938388192895853,-0.17099079608900833
2024-01-01 12:20:00,27.085144517629114,55.92273370191828,12,0,0.9366372826420004,0.5390674854057549
2024-01-01 12:25:00,25.33993008767502,52.74111663405138,12,0,0.611729291853671,0.24823511775725307
2024-01-01 12:30:00,28.797052310178984,61.86395337306125,12,0,1.2553445496377778,1.0821557788177658
2024-01-01 12:35:00,23.191899413468438,45.45020271224277,12,0,0.2118286730360049,-0.4182290458960601
2024-01-01 12:40:00,14.66855070754307,27.59470535511955,12,0,-1.3749700923760855,-2.0504042766491755
2024-01-01 12:45:00,24.600373580841524,38.48229414961325,12,0,0.47404545507951135,-1.0551672133752983
2024-01-01 12:50:00,19.36980523055322,49.60199407140547,12,0,-0.4997337116546898,-0.03871281713210494
2024-01-01 12:55:00,19.788500208218657,42.06731291076062,12,0,-0.4217849269027665,-0.727459801663486
2024-01-01 13:00:00,20.25773414891128,40.50562245478754,13,0,-0.33442726227232894,-0.8702142951039012
2024-01-01 13:05:00,25.537117466046578,39.422585938929856,13,0,0.6484398265684255,-0.9692149188237925
2024-01-01 13:10:00,14.745904897578992,45.46929332174124,13,0,-1.360568999861459,-0.41648396877274196
2024-01-01 13:15:00,7.526317213706861,40.73284614160423,13,0,-2.7046455147162933,-0.8494437242234074
2024-01-01 13:20:00,15.681033460212014,54.01274327660589,13,0,-1.1864753542904298,0.36447480950211586
2024-01-01 13:25:00,13.777409310974802,55.26152107526752,13,0,-1.5408746114413547,0.4786258830299998
2024-01-01 13:30:00,22.8231398728626,57.16579942241768,13,0,0.14317640924202438,0.6526964165196778
2024-01-01 13:35:00,15.367847678935838,46.66957692733716,13,0,-1.2447814060806341,-0.30676576088696966
2024-01-01 13:40:00,20.705854972666984,41.97231866992855,13,0,-0.25100024380520164,-0.7361432476548939
2024-01-01 13:45:00,28.13960886130635,29.79346318553391,13,0,1.1329477676928932,-1.8494153040404073
2024-01-01 13:50:00,30.20903547995538,41.57190962802058,13,0,1.518214605514552,-0.772744732749402
2024-01-01 13:55:00,16.798162555990107,59.952712460273055,13,0,-0.9784985213404573,0.9074487955586078
2024-01-01 14:00:00,19.946599650965325,29.68178977311692,14,0,-0.39235142497548436,-1.8596233970458913
2024-01-01 14:05:00,23.159488610654936,51.63056035373973,14,0,0.20579472749829322,0.1467189058686571
2024-01-01 14:10:00,22.06820780462173,63.98252495044561,14,0,0.002630091687068057,1.2758149070976528
2024-01-01 14:15:00,15.932945486827576,73.28950669285592,14,0,-1.1395766872737747,2.126568306412709
2024-01-01 14:20:00,21.60424563269865,50.67072116592025,14,0,-0.08374612346105122,0.058979779003049904
2024-01-01 14:25:00,23.0585104625838,51.80777788640131,14,0,0.18699554348960837,0.16291840238674307
2024-01-01 14:30:00,22.707257699169247,49.333699945339326,14,0,0.1216025306534304,-0.06323764656493057
2024-01-01 14:35:00,26.886125246410757,57.051026738103765,14,0,0.8995857029450487,0.6422050183380706
2024-01-01 14:40:00,20.936795885339663,37.96381056492053,14,0,-0.20800578613888668,-1.1025619203141082
2024-01-01 14:45:00,24.464854265751207,57.73585219711275,14,0,0.4488157138951208,0.7048050752968695
2024-01-01 14:50:00,25.49750894279103,54.51763961077781,14,0,0.6410658755580665,0.41062750266160974
2024-01-01 14:55:00,20.40935820696492,63.56981414145987,14,0,-0.3061992879834173,1.2380889145689782
2024-01-01 15:00:00,23.164837804953915,38.41129027531505,15,0,0.2067905913544404,-1.0616576942954954
2024-01-01 15:05:00,21.266658046115648,45.482908991703006,15,0,-0.14659507920493053,-0.41523935716561483
2024-01-01 15:10:00,20.116672915709643,38.8750662535772,15,0,-0.3606887468618606,-1.019263822582042
2024-01-01 15:15:00,13.700209192537129,40.94491296241119,15,0,-1.5552470203211424,-0.8300586460448041
2024-01-01 15:20:00,14.893177981399424,26.361277313340267,15,0,-1.3331510499866368,-2.1631522252749438
2024-01-01 15:25:00,17.10951927061228,61.16349689434091,15,0,-0.9205329883778363,1.0181268866552189
2024-01-01 15:30:00,21.14785364524789,47.24674541504091,15,0,-0.16871299120487332,-0.25400665310297493
2024-01-01 15:35:00,14.999497673507198,53.14194693935089,15,0,-1.3133574263773709,0.284875110637881
2024-01-01 15:40:00,28.628005559732134,59.525213846730125,15,0,1.2238729785263547,0.8683710463225884
2024-01-01 15:45:00,24.6665778110329,56.24900098946278,15,0,0.48637075049535,0.5688916552221552
2024-01-01 15:50:00,29.123664738501205,58.85783989170213,15,0,1.3161502512359828,0.8073662354646096
2024-01-01 15:55:00,10.642575294510328,44.61552829102098,15,0,-2.124489211608953,-0.4945268318839656
2024-01-01 16:00:00,20.451239867876208,55.20443522078803,16,0,-0.29840214508566903,0.4734076515887665
2024-01-01 16:05:00,23.75588824966941,46.3711517536916,16,0,0.31682693368064485,-0.33404487649576386
2024-01-01 16:10:00,23.20101556093267,32.27565388218001,16,0,0.21352583362870758,-1.622517666184616
2024-01-01 16:15:00,29.4343281277576,53.44087766301249,16,0,1.3739867072509855,0.312200438693049
2024-01-01 16:20:00,24.72235959007079,41.81908660459139,16,0,0.4967556896975064,-0.7501502269396617
2024-01-01 16:25:00,20.18659960310081,33.13312891896477,16,0,-0.34767043855957064,-1.5441356705427596
2024-01-01 16:30:00,23.57126235208172,63.73616220485063,16,0,0.282454980066735,1.2532948303337288
2024-01-01 16:35:00,24.52751376445013,39.54486183167863,16,0,0.4604810837640869,-0.9580376505869513
2024-01-01 16:40:00,29.47597683817112,38.505910326445175,16,0,1.3817404815649752,-1.0530084530731232
2024-01-01 16:45:00,23.65707480633639,63.455331642292485,16,0,0.29843075451482565,1.2276240422801545
2024-01-01 16:50:00,24.731973950472103,33.92873344278792,16,0,0.4985456029981815,-1.471409273104089
2024-01-01 16:55:00,23.72276183001031,56.92923936186486,16,0,0.3106597611723744,0.6310724055107806
2024-01-01 17:00:00,23.74000392340431,42.2447151771614,17,0,0.31386973573222066,-0.7112434185906666
2024-01-01 17:05:00,23.43477614948678,53.32545427083586,17,0,0.25704523264869544,0.3016495591520183
2024-01-01 17:10:00,23.334669062906805,62.20227017211143,17,0,0.23840821486674388,1.113081397326908
2024-01-01 17:15:00,19.40486978766696,46.51696028298206,17,0,-0.4932057145191125,-0.3207164843944096
2024-01-01 17:20:00,29.506892774004776,37.57264188680626,17,0,1.3874961265004333,-1.1383187415717273
2024-01-01 17:25:00,18.341126046956006,36.24772691821887,17,0,-0.6912437524679217,-1.2594295317855702
2024-01-01 17:30:00,19.65137775880576,45.014932938872256,17,0,-0.4473131249087217,-0.45801715868741033
2024-01-01 17:35:00,29.04263429468457,50.34147516709562,17,0,1.301064747563038,0.028883324484983024
2024-01-01 17:40:00,16.81329683622289,42.73774583527355,17,0,-0.9756809600723041,-0.6661753696823833
2024-01-01 17:45:00,25.52354824718079,55.11676503421887,17,0,0.6459136340487099,0.4653936991274202
2024-01-01 17:50:00,14.548704310178389,50.06682495737834,17,0,-1.3972819937119016,0.003777483944345873
2024-01-01 17:55:00,23.57434070570595,30.037377370339687,17,0,0.2830280796663128,-1.8271190507965565
2024-01-01 18:00:00,14.761445913736791,46.59762415883692,18,0,-1.3576757162351183,-0.3133429804502966
2024-01-01 18:05:00,15.245859298971512,49.64446565881618,18,0,-1.2674920820603046,-0.03483047929541226
2024-01-01 18:10:00,19.673227510644363,62.393335680842014,18,0,-0.44324533882624567,1.1305467406082526
2024-01-01 18:15:00,32.55995208904116,65.10382915558705,18,0,1.9558866639498393,1.3783135893335217
2024-01-01 18:20:00,12.275939380463631,44.37729609649522,18,0,-1.8204044903939998,-0.516303693054275
2024-01-01 18:25:00,13.925574100748593,46.17241583756147,18,0,-1.5132906519434701,-0.3522113735291952
2024-01-01 18:30:00,28.03658218919393,30.540071651767764,18,0,1.1137672082962262,-1.7811676477984864
2024-01-01 18:35:00,25.982266592083427,55.71965438869348,18,0,0.7313136016526816,0.5205039574180201
2024-01-01 18:40:00,15.951848448628205,71.20809284075042,18,0,-1.1360575074909485,1.9363057745769472
2024-01-01 18:45:00,26.26882857656052,49.849484184774965,18,0,0.784663079524703,-0.016089687413636502
2024-01-01 18:50:00,22.01069926846029,46.08028799739752,18,0,-0.00807631929412162,-0.3606328011585074
2024-01-01 18:55:00,21.97176852024747,50.22994362524213,18,0,-0.015324088373160526,0.018688199901216868
2024-01-01 19:00:00,18.23951593783379,45.14004276375925,19,0,-0.7101605891798153,-0.44658084004446075
2024-01-01 19:05:00,20.239659716539883,44.27421738655026,19,0,-0.3377921940570061,-0.5257261422767846
2024-01-01 19:10:00,29.230409971214225,53.34889642396665,19,0,1.3360230980860588,0.30379241190656947
2024-01-01 19:15:00,15.119363148770928,51.95549578565026,19,0,-1.291041973293562,0.17642133044698158
2024-01-01 19:20:00,16.990367964402502,77.32664986930024,19,0,-0.942715484027636,2.495604517715311
2024-01-01 19:25:00,21.235918201647515,57.62910723879628,19,0,-0.15231794106755542,0.6950474934447791
2024-01-01 19:30:00,27.99047735084401,49.50287863631653,19,0,1.105183833017644,-0.04777298246392915
2024-01-01 19:35:00,25.612051632974136,46.463043737032365,19,0,0.662390381411403,-0.325645008594367
2024-01-01 19:40:00,22.79300699436986,46.75892183896903,19,0,0.13756654672902502,-0.2985987214120828
2024-01-01 19:45:00,24.20498063069805,58.23553458418721,19,0,0.40043482775598777,0.7504811603206877
2024-01-01 19:50:00,25.80775409860243,52.60758282202025,19,0,0.6988244687122305,0.23602876045977306
2024-01-01 19:55:00,25.236545375295552,58.23899961098057,19,0,0.5924820758090923,0.7507978992382832
2024-01-01 20:00:00,29.517883536466037,57.49631987912758,20,0,1.3895422856928108,0.6829093695340559
2024-01-01 20:05:00,14.574339805378257,53.44130955921376,20,0,-1.3925094127067856,0.3122399184268172
2024-01-01 20:10:00,20.95860107201132,44.78265181699948,20,0,-0.2039462967898107,-0.4792500309009105
2024-01-01 20:15:00,21.54418885773969,47.29521576334754,20,0,-0.09492694213308993,-0.2495759671159225
2024-01-01 20:20:00,16.850084300066815,36.76582216796868,20,0,-0.9688322079885601,-1.2120703226356142
2024-01-01 20:25:00,21.689019529307355,42.320841884379234,20,0,-0.06796369813515205,-0.7042846583033107
2024-01-01 20:30:00,21.65865460263601,48.86865507394464,20,0,-0.07361676124641776,-0.10574750809933202
2024-01-01 20:35:00,30.90930747202583,53.81373387540173,20,0,1.6485848122031,0.34628331313347205
2024-01-01 20:40:00,24.42062919349624,7.0276822289944505,20,0,0.44058229620030603,-3.930440718389399
2024-01-01 20:45:00,20.72731194748652,42.72388843225678,20,0,-0.24700558134003134,-0.6674420781651641
2024-01-01 20:50:00,20.992276607148536,46.97634845122793,20,0,-0.1976768950060753,-0.2787237034309141
2024-01-01 20:55:00,29.429125819467075,29.33880334903951,20,0,1.3730181892825772,-1.8909758670817036
2024-01-01 21:00:00,14.212363302912362,57.44611793025224,21,0,-1.4598988727697961,0.6783203975300262
2024-01-01 21:05:00,14.646525968745156,49.56759446964885,21,0,-1.3790704559231919,-0.04185729285361292
2024-01-01 21:10:00,12.654575630199115,49.94958101418779,21,0,-1.7499134716230742,-0.006939812594867612
2024-01-01 21:15:00,30.37962601219453,49.06530632004063,21,0,1.5499735837386737,-0.087771571246105
2024-01-01 21:20:00,17.187433240440214,49.35491559002757,21,0,-0.9060276812037477,-0.06129831947299771
2024-01-01 21:25:00,13.093074632172264,50.987239671921294,21,0,-1.6682777555480408,0.08791281039597226
2024-01-01 21:30:00,29.48752584424786,46.34923018738068,21,0,1.3838905694255792,-0.33604873204995966
2024-01-01 21:35:00,26.657343417101675,67.88271585140012,21,0,0.8569932035857307,1.632332278550601
2024-01-01 21:40:00,22.545011960129703,55.982330789570895,21,0,0.09139710937079022,0.5445152692644784
2024-01-01 21:45:00,20.86133551499239,50.16296537975896,21,0,-0.22205430470076934,0.012565702661826297
2024-01-01 21:50:00,29.841227190113003,63.99387055463131,21,0,1.4497394368493919,1.2768520114560167
2024-01-01 21:55:00,18.2037585711298,44.66041566426095,21,0,-0.7168175672406606,-0.4904236664940289
2024-01-01 22:00:00,15.103854533441352,31.54995803892269,22,0,-1.2939292248313425,-1.6888536946208423
2024-01-01 22:05:00,27.128767064823293,64.99826806657333,22,0,0.944758527755876,1.368664225254017
2024-01-01 22:10:00,21.40786155789928,50.84717236439541,22,0,-0.12030710649599338,0.07510922473215306
2024-01-01 22:15:00,23.61137544863163,42.19138942475425,22,0,0.2899228678979581,-0.7161179382133591
2024-01-01 22:20:00,21.34039376564576,44.4772622533186,22,0,-0.13286764028930628,-0.5071657630477716
